32.4	1	242.0	3.7e-06
30.8	2	226.1	4.1e-06
29.7	3	218.7	4.1e-06
28.2	5	207.6	4e-06
27.1	7	203.1	3.8e-06
25.9	10	201.0	3.4e-06
23.3	20	200.3	3.1e-06
21.6	30	201.6	3e-06
19.3	50	204.6	2.9e-06
17.7	70	207.9	2.7e-06
15.8	100	212.7	2.7e-06
14.6	125	215.0	2.7e-06
13.5	150	216.8	2.7e-06
12.6	175	218.0	3.4e-06
11.8	200	218.0	5.4e-06
11.0	225	216.1	8.5e-06
10.4	250	213.4	1.59e-05
9.2	300	214.2	2.26e-05
8.1	350	220.7	4.76e-05
7.2	400	227.8	0.0001204
6.3	450	233.6	0.0002123
5.6	500	238.1	0.0002832
4.9	550	242.4	0.0003475
4.2	600	246.8	0.0004059
3.6	650	250.9	0.0004615
3.0	700	254.9	0.0005345
2.5	750	258.0	0.0004829
2.2	775	259.0	0.0003364
1.9	800	259.4	0.0002422
1.7	825	259.0	0.0002943
1.5	850	258.3	0.0003632
1.2	875	257.3	0.0004209
1.0	900	256.8	0.0004939
0.8	925	256.7	0.0004447
0.5	950	253.7	0.0004848
0.3	975	253.0	0.0005916
0.1	1000	254.9	0.0006388
32.4	1	236.2	4e-06
30.8	2	224.5	4e-06
29.7	3	214.8	4e-06
28.2	5	202.5	3.8e-06
27.1	7	197.5	3.5e-06
25.9	10	198.4	3.4e-06
23.3	20	198.1	3.1e-06
21.6	30	200.9	3e-06
19.3	50	203.7	2.9e-06
17.7	70	207.0	2.7e-06
15.8	100	210.9	2.7e-06
14.6	125	212.8	2.7e-06
13.5	150	213.6	2.7e-06
12.6	175	214.2	4.5e-06
11.8	200	211.3	1.02e-05
11.0	225	207.8	1.48e-05
10.4	250	211.3	2.11e-05
9.2	300	220.8	6.45e-05
8.1	350	229.0	0.0001415
7.2	400	236.5	0.0002915
6.3	450	243.0	0.000517
5.6	500	248.4	0.0008092
4.9	550	253.1	0.0011649
4.2	600	256.9	0.0015544
3.6	650	260.3	0.0019595
3.0	700	262.9	0.0021843
2.5	750	265.4	0.0022846
2.2	775	266.8	0.0023506
1.9	800	267.8	0.0024803
1.7	825	268.0	0.0026242
1.5	850	267.7	0.0026756
1.2	875	268.3	0.0028657
1.0	900	269.6	0.0031485
0.8	925	270.2	0.0032362
0.5	950	270.6	0.003249
0.3	975	271.8	0.0032047
0.1	1000	273.2	0.0032047
32.4	1	254.6	4e-06
30.8	2	219.5	4e-06
29.7	3	212.1	4e-06
28.2	5	204.6	3.8e-06
27.1	7	197.6	3.7e-06
25.9	10	195.8	3.4e-06
23.3	20	196.6	3.1e-06
21.6	30	199.3	3e-06
19.3	50	204.7	2.8e-06
17.7	70	208.5	2.7e-06
15.8	100	212.6	2.7e-06
14.6	125	215.9	2.7e-06
13.5	150	217.2	2.7e-06
12.6	175	218.7	2.7e-06
11.8	200	219.3	3e-06
11.0	225	219.0	5e-06
10.4	250	217.6	7.9e-06
9.2	300	217.3	9.3e-06
8.1	350	221.2	6.15e-05
7.2	400	226.9	9.69e-05
6.3	450	233.6	0.0001855
5.6	500	239.4	0.0003168
4.9	550	244.3	0.0004853
4.2	600	248.1	0.0006684
3.6	650	250.7	0.0006736
3.0	700	252.4	0.0006887
2.5	750	255.6	0.0009363
2.2	775	256.7	0.0011247
1.9	800	257.3	0.0012021
1.7	825	256.7	0.0010916
1.5	850	257.0	0.0010797
1.2	875	256.4	0.0009919
1.0	900	256.5	0.0009968
0.8	925	257.1	0.001024
0.5	950	258.1	0.0009772
0.3	975	259.1	0.0010354
0.1	1000	260.3	0.0010678
32.4	1	239.1	4e-06
30.8	2	219.2	4e-06
29.7	3	213.0	4e-06
28.2	5	205.3	4e-06
27.1	7	196.1	3.8e-06
25.9	10	193.2	3.6e-06
23.3	20	191.8	3.3e-06
21.6	30	193.3	3e-06
19.3	50	196.9	2.9e-06
17.7	70	199.8	2.8e-06
15.8	100	204.0	2.7e-06
14.6	125	206.5	2.7e-06
13.5	150	208.5	2.7e-06
12.6	175	210.4	2.9e-06
11.8	200	211.2	3.8e-06
11.0	225	209.9	5.8e-06
10.4	250	209.8	8e-06
9.2	300	213.4	2.49e-05
8.1	350	219.8	4.84e-05
7.2	400	227.4	0.0001092
6.3	450	234.0	0.0001434
5.6	500	239.5	0.0003226
4.9	550	243.3	0.0004409
4.2	600	248.5	0.0006913
3.6	650	252.9	0.001006
3.0	700	256.1	0.0012244
2.5	750	259.2	0.0015239
2.2	775	260.9	0.0017096
1.9	800	262.3	0.0018729
1.7	825	263.4	0.0019999
1.5	850	264.2	0.0020835
1.2	875	264.8	0.0021296
1.0	900	265.1	0.0021722
0.8	925	265.5	0.0021899
0.5	950	265.6	0.0022294
0.3	975	267.0	0.0021999
0.1	1000	268.3	0.0021999
32.4	1	241.6	3.7e-06
30.8	2	225.9	4.1e-06
29.7	3	218.3	4.1e-06
28.2	5	207.4	4e-06
27.1	7	202.9	3.8e-06
25.9	10	201.2	3.3e-06
23.3	20	200.3	3.1e-06
21.6	30	201.7	3e-06
19.3	50	204.8	2.9e-06
17.7	70	208.2	2.7e-06
15.8	100	212.8	2.7e-06
14.6	125	215.3	2.7e-06
13.5	150	217.1	2.8e-06
12.6	175	218.3	3.4e-06
11.8	200	218.1	5.3e-06
11.0	225	216.5	8.2e-06
10.4	250	213.5	1.61e-05
9.2	300	214.6	2.13e-05
8.1	350	221.0	4.06e-05
7.2	400	228.1	0.0001169
6.3	450	233.8	0.0002095
5.6	500	238.6	0.0002934
4.9	550	243.0	0.0004255
4.2	600	247.3	0.0005859
3.6	650	251.3	0.0007137
3.0	700	255.1	0.0007893
2.5	750	258.8	0.0007777
2.2	775	260.1	0.0006652
1.9	800	260.9	0.0004931
1.7	825	260.8	0.0003706
1.5	850	260.3	0.0003337
1.2	875	259.4	0.0003322
1.0	900	258.5	0.000432
0.8	925	257.9	0.0005124
0.5	950	253.7	0.0006111
0.3	975	254.9	0.0007323
0.1	1000	255.8	0.0007384
32.4	1	236.8	4e-06
30.8	2	224.2	4e-06
29.7	3	215.5	4e-06
