32.4	1	264.3	3.8e-06
30.8	2	247.4	3.9e-06
29.7	3	237.7	3.9e-06
28.2	5	219.7	3.8e-06
27.1	7	211.4	3.8e-06
25.9	10	202.3	3.8e-06
23.3	20	191.3	3.3e-06
21.6	30	187.3	1.6e-06
19.3	50	186.4	1.2e-06
17.7	70	188.0	2e-06
15.8	100	191.7	2.5e-06
14.6	125	195.8	3.4e-06
13.5	150	199.4	3.4e-06
12.6	175	201.2	8.2e-06
11.8	200	201.9	6.8e-06
11.0	225	203.0	6.8e-06
10.4	250	205.7	9.1e-06
9.2	300	214.1	2.54e-05
8.1	350	222.5	6.6e-05
7.2	400	229.8	0.0001003
6.3	450	236.8	0.0001669
5.6	500	242.9	0.0002595
4.9	550	248.0	0.0004082
4.2	600	252.7	0.0005342
3.6	650	256.7	0.0009708
3.0	700	259.7	0.0015799
2.5	750	262.1	0.001963
2.2	775	262.8	0.0020398
1.9	800	262.6	0.0019774
1.7	825	262.7	0.0019593
1.5	850	264.4	0.0021945
1.2	875	266.3	0.0024997
1.0	900	267.5	0.0026624
0.8	925	267.1	0.0026238
0.5	950	265.1	0.0020778
0.3	975	263.5	0.0016811
0.1	1000	264.7	0.0016844
32.4	1	262.6	3.9e-06
30.8	2	254.5	3.9e-06
29.7	3	240.3	3.8e-06
28.2	5	222.5	3.8e-06
27.1	7	212.9	3.9e-06
25.9	10	204.5	3.8e-06
23.3	20	189.3	3.3e-06
21.6	30	185.9	1.8e-06
19.3	50	186.8	1.2e-06
17.7	70	187.7	1.1e-06
15.8	100	187.7	1.6e-06
14.6	125	190.7	1.4e-06
13.5	150	191.8	1e-06
12.6	175	192.8	1.4e-06
11.8	200	196.2	1.8e-06
11.0	225	199.9	4.8e-06
10.4	250	203.4	6.9e-06
9.2	300	211.3	1.29e-05
8.1	350	218.7	2.5e-05
7.2	400	224.9	3.97e-05
6.3	450	231.0	3.21e-05
5.6	500	237.1	4.61e-05
4.9	550	242.5	0.0001037
4.2	600	246.8	0.0002642
3.6	650	250.8	0.0004338
3.0	700	254.3	0.0004265
2.5	750	256.9	0.0003426
2.2	775	258.0	0.0003608
1.9	800	259.1	0.0004368
1.7	825	259.9	0.0005342
1.5	850	260.8	0.0006072
1.2	875	261.4	0.0006458
1.0	900	261.6	0.0005733
0.8	925	261.8	0.0007197
0.5	950	262.0	0.0010163
0.3	975	260.5	0.0010353
0.1	1000	261.0	0.001167
32.4	1	275.4	3.9e-06
30.8	2	260.5	3.9e-06
29.7	3	247.5	3.9e-06
28.2	5	230.3	3.9e-06
27.1	7	218.1	3.8e-06
25.9	10	210.3	3.8e-06
23.3	20	196.2	3.6e-06
21.6	30	190.6	2e-06
19.3	50	190.6	1.3e-06
17.7	70	192.8	1.2e-06
15.8	100	194.3	1.3e-06
14.6	125	196.0	1.8e-06
13.5	150	198.3	2.5e-06
12.6	175	201.2	2.6e-06
11.8	200	203.7	2.7e-06
11.0	225	205.3	3.4e-06
10.4	250	207.5	3.7e-06
9.2	300	212.9	4.8e-06
8.1	350	219.0	7.2e-06
7.2	400	224.3	1.43e-05
6.3	450	229.9	3.04e-05
5.6	500	235.5	4.09e-05
4.9	550	239.6	7.47e-05
4.2	600	243.0	0.0001181
3.6	650	246.2	0.0001021
3.0	700	248.5	7.68e-05
2.5	750	249.8	9.22e-05
2.2	775	250.3	9.55e-05
1.9	800	250.8	9.56e-05
1.7	825	251.7	0.000102
1.5	850	252.2	0.0001195
1.2	875	252.1	0.0001408
1.0	900	251.9	0.0001559
0.8	925	251.1	0.0001787
0.5	950	250.8	0.0002011
0.3	975	251.3	0.0004696
0.1	1000	252.8	0.0004696
32.4	1	271.4	3.9e-06
30.8	2	274.2	3.9e-06
29.7	3	255.4	3.9e-06
28.2	5	236.4	3.8e-06
27.1	7	222.4	3.9e-06
25.9	10	212.3	3.8e-06
23.3	20	196.5	3.6e-06
21.6	30	189.5	2.1e-06
19.3	50	189.1	1.1e-06
17.7	70	188.7	1.1e-06
15.8	100	190.4	1.4e-06
14.6	125	191.4	1.6e-06
13.5	150	192.3	1.8e-06
12.6	175	192.4	1.5e-06
11.8	200	193.5	1.7e-06
11.0	225	197.3	3.1e-06
10.4	250	202.5	4.3e-06
9.2	300	211.3	1.34e-05
8.1	350	218.7	3.44e-05
7.2	400	225.7	7.69e-05
6.3	450	231.4	0.0001408
5.6	500	236.4	0.0002323
4.9	550	241.3	0.0003734
4.2	600	246.0	0.0004869
3.6	650	250.5	0.000617
3.0	700	254.2	0.0007665
2.5	750	256.6	0.0009092
2.2	775	257.3	0.0010057
1.9	800	257.6	0.0011031
1.7	825	257.9	0.0011479
1.5	850	258.5	0.0011785
1.2	875	258.6	0.001043
1.0	900	257.3	0.000742
0.8	925	256.9	0.0007243
0.5	950	258.9	0.0007653
0.3	975	260.2	0.0009036
0.1	1000	261.5	0.0009036
32.4	1	265.1	3.8e-06
30.8	2	248.0	3.9e-06
29.7	3	238.4	3.9e-06
28.2	5	219.4	3.8e-06
27.1	7	212.4	3.8e-06
25.9	10	201.8	3.8e-06
23.3	20	190.9	3.2e-06
21.6	30	188.0	1.8e-06
19.3	50	186.8	1.2e-06
17.7	70	188.5	2e-06
15.8	100	192.3	2.5e-06
14.6	125	196.2	3.6e-06
13.5	150	199.7	3.2e-06
12.6	175	201.4	7.9e-06
11.8	200	202.2	7.4e-06
11.0	225	203.6	7.5e-06
10.4	250	206.1	9.8e-06
9.2	300	214.3	2.59e-05
8.1	350	222.5	6.28e-05
7.2	400	229.7	9.19e-05
6.3	450	236.8	0.0001353
5.6	500	243.0	0.0001937
4.9	550	248.2	0.0003806
4.2	600	252.9	0.0005685
3.6	650	256.9	0.0010562
3.0	700	260.1	0.0016879
2.5	750	262.5	0.0020469
2.2	775	263.0	0.0020914
1.9	800	263.1	0.0020737
1.7	825	263.5	0.0021214
1.5	850	264.9	0.0022965
1.2	875	266.6	0.0025688
1.0	900	268.1	0.0028307
0.8	925	269.3	0.0030368
0.5	950	269.9	0.0032113
0.3	975	270.9	0.0031812
0.1	1000	272.3	0.0031264
32.4	1	264.4	3.9e-06
30.8	2	254.6	3.9e-06
29.7	3	241.5	3.8e-06
28.2	5	223.5	3.8e-06
27.1	7	213.2	3.9e-06
25.9	10	204.8	3.8e-06
23.3	20	189.7	3.3e-06
21.6	30	186.3	2e-06
19.3	50	186.9	1.2e-06
17.7	70	188.0	1.1e-06
15.8	100	188.0	1.6e-06
14.6	125	190.5	8e-07
13.5	150	191.7	9e-07
12.6	175	192.9	2.1e-06
11.8	200	196.1	3e-06
11.0	225	199.4	4.3e-06
10.4	250	202.9	6.5e-06
9.2	300	211.1	1.7e-05
8.1	350	219.2	4.25e-05
7.2	400	225.8	8.32e-05
6.3	450	231.5	0.0001272
5.6	500	237.3	0.0001917
4.9	550	242.5	0.000287
4.2	600	246.8	0.0005021
3.6	650	251.2	0.0007723
3.0	700	255.3	0.0009753
2.5	750	257.9	0.0008931
2.2	775	259.0	0.0007349
1.9	800	260.1	0.0005726
1.7	825	261.1	0.0004837
1.5	850	262.2	0.0005147
1.2	875	262.7	0.0006405
1.0	900	262.9	0.0008008
0.8	925	262.7	0.0009781
0.5	950	262.5	0.0011741
0.3	975	259.8	0.0012504
0.1	1000	261.0	0.00131
32.4	1	274.8	3.9e-06
30.8	2	260.1	3.9e-06
29.7	3	247.7	3.9e-06
28.2	5	230.6	3.9e-06
27.1	7	218.3	3.8e-06
25.9	10	210.6	3.8e-06
23.3	20	196.9	3.6e-06
21.6	30	190.9	2.1e-06
19.3	50	190.7	1.3e-06
17.7	70	193.0	1.2e-06
15.8	100	194.5	1.3e-06
14.6	125	196.4	1.8e-06
13.5	150	198.6	2.5e-06
12.6	175	201.2	2.6e-06
11.8	200	203.6	2.6e-06
11.0	225	205.1	3.3e-06
10.4	250	207.2	3.8e-06
9.2	300	212.9	4.6e-06
8.1	350	219.4	7e-06
7.2	400	224.8	1.23e-05
6.3	450	230.2	2.59e-05
5.6	500	235.8	3.97e-05
4.9	550	239.9	8.06e-05
4.2	600	243.4	0.0001407
3.6	650	246.8	0.0001344
3.0	700	249.6	8.54e-05
2.5	750	250.8	9.79e-05
2.2	775	250.9	0.0001283
1.9	800	251.2	0.0001505
1.7	825	251.7	0.0001549
1.5	850	252.3	0.0001491
1.2	875	252.7	0.0001504
1.0	900	252.7	0.0001592
0.8	925	251.9	0.0001806
0.5	950	250.9	0.0002459
0.3	975	251.6	0.0005506
0.1	1000	252.8	0.0005506
32.4	1	269.8	3.9e-06
30.8	2	274.8	3.9e-06
29.7	3	255.3	3.9e-06
28.2	5	236.7	3.8e-06
27.1	7	223.0	3.9e-06
25.9	10	212.4	3.8e-06
