wind spd [m/s],Surface T[K],TOA T[K],transmittance,jakobian,TCWV [cm]
0,271.46,270.469,0.9454,0.9489,0.4571325580091061
0,271.46,270.312,0.916,0.921,0.5968875711889382
0,271.46,270.419,0.9097,0.9134,0.6864645419179843
0,271.46,270.46,0.9095,0.9128,0.6753321980492829
0,271.46,270.452,0.9408,0.9445,0.4954193327996818
0,271.46,270.318,0.9127,0.9176,0.5990641554455395
0,271.46,270.425,0.9018,0.9054,0.7430549678024607
0,271.46,270.424,0.9016,0.9052,0.7239015362024748
0,271.46,270.416,0.9317,0.9356,0.5165463741440759
0,271.46,270.329,0.9122,0.917,0.5948587438115973
0,271.46,270.433,0.8942,0.8976,0.7938572295330211
0,271.46,270.437,0.8949,0.8982,0.7596163317748671
0,271.46,270.413,0.9297,0.9337,0.5147361229369867
0,271.46,270.325,0.9126,0.9173,0.5875879122840113
0,271.46,270.442,0.8903,0.8936,0.822692764603611
0,271.46,270.467,0.8894,0.8926,0.7927550692642237
0,271.46,270.44,0.9337,0.9375,0.4982707652460321
0,271.46,270.31,0.9139,0.9188,0.5755692820688003
0,271.46,270.441,0.8892,0.8924,0.8311347402018019
0,271.46,270.492,0.8921,0.8953,0.7966768978193369
0,271.46,270.456,0.9369,0.9405,0.4844793583945588
0,271.46,270.3,0.9174,0.9225,0.5566201506120846
0,271.46,270.416,0.8895,0.8931,0.8171541759928214
0,271.46,270.483,0.8932,0.8965,0.780768050251615
0,271.46,270.456,0.938,0.9415,0.483806549637236
0,271.46,270.286,0.9192,0.9245,0.5441834367495526
0,271.46,270.407,0.8957,0.8994,0.7771583568292945
0,271.46,270.482,0.9027,0.906,0.7077629975577796
0,271.46,270.447,0.9372,0.9409,0.49013592817118995
0,271.46,270.311,0.9235,0.9286,0.5181220396363693
0,271.46,270.416,0.8985,0.9021,0.7534206380364344
0,271.46,270.484,0.9052,0.9085,0.6751424798478584
0,271.46,270.429,0.9356,0.9395,0.4926353545808202
0,271.46,270.367,0.9303,0.9347,0.47130156577424503
0,271.46,270.395,0.8984,0.9022,0.7335639591501685
0,271.46,270.461,0.904,0.9073,0.686229344373461
0,271.46,270.42,0.9339,0.9378,0.4751033737310905
0,271.46,270.418,0.9383,0.9424,0.42788969729724213
0,271.46,270.36,0.9039,0.9082,0.6906983016626475
0,271.46,270.454,0.9053,0.9086,0.681126582472098
0,271.46,270.446,0.9364,0.9401,0.4252775412602673
0,271.46,270.44,0.9428,0.9467,0.39992907873738737
0,271.46,270.356,0.9122,0.9166,0.6346455211514636
0,271.46,270.458,0.9094,0.9128,0.6546126862894056
0,271.46,270.468,0.9388,0.9423,0.37156297002544186
0,271.46,270.452,0.944,0.9477,0.3736905569180098
0,271.46,270.413,0.9258,0.9297,0.5696041971519328
0,271.46,270.453,0.9106,0.9139,0.6309339580794665
0,271.46,270.48,0.9408,0.9443,0.3378292281258126
0,271.46,270.473,0.9464,0.9499,0.34425517378513554
0,271.46,270.441,0.9324,0.9361,0.5305986244028288
0,271.46,270.454,0.9116,0.9149,0.602257243809048
0,271.46,270.484,0.9416,0.945,0.32130452295126266
0,271.46,270.411,0.9381,0.9422,0.37904636139762304
0,271.46,270.451,0.9368,0.9405,0.4961872810796756
0,271.46,270.461,0.9135,0.9169,0.575063553812974
0,271.46,270.506,0.9445,0.948,0.3037488336995814
0,271.46,270.333,0.9268,0.9317,0.4572408518709244
0,271.46,270.446,0.9357,0.9394,0.47806208032304626
0,271.46,270.489,0.9199,0.9233,0.536191003043853
0,271.46,270.521,0.9467,0.9502,0.28902030764838144
0,271.46,270.318,0.9199,0.9248,0.5120938342859183
0,271.46,270.426,0.935,0.9389,0.4556694691867255
0,271.46,270.523,0.9257,0.9291,0.5127385498615735
0,271.816,270.871,0.9478,0.9512,0.28069942335048165
0,271.66,270.539,0.9205,0.9258,0.5260894393090403
0,271.46,270.433,0.9374,0.9413,0.42145926488658214
0,271.46,270.554,0.9324,0.9356,0.4917298465836958
0,272.343,271.381,0.9482,0.9515,0.27749710655524573
0,272.353,271.224,0.9236,0.9284,0.5169001136983578
0,271.592,270.608,0.9443,0.9482,0.3762979202887836
0,271.469,270.564,0.9325,0.9357,0.49235085375739923
0,271.46,270.468,0.944,0.9475,0.4629813952776941
0,271.46,270.375,0.9087,0.9129,0.6519453636053086
0,271.46,270.432,0.9091,0.9126,0.6911176599552344
0,271.46,270.461,0.9098,0.9131,0.6714437142143342
0,271.46,270.448,0.9383,0.942,0.5053613109471635
0,271.46,270.458,0.909,0.9123,0.6343701977739596
0,271.46,270.434,0.9014,0.9048,0.7531329760927534
0,271.46,270.42,0.9019,0.9055,0.7230082647999063
0,271.46,270.413,0.9283,0.9322,0.5396314745606298
0,271.46,270.471,0.912,0.9153,0.613168768131829
0,271.46,270.446,0.8926,0.8958,0.8096849076901899
0,271.46,270.443,0.8952,0.8985,0.754623801196127
0,271.46,270.384,0.9193,0.9235,0.561313190539073
0,271.46,270.437,0.9136,0.9171,0.5975199481984164
0,271.46,270.462,0.8921,0.8953,0.8179477701355713
0,271.46,270.482,0.8926,0.8958,0.7765925672885238
0,271.46,270.375,0.9153,0.9196,0.5670503688823401
0,271.46,270.389,0.9132,0.9172,0.5865819622399087
0,271.46,270.467,0.8921,0.8954,0.8203759693677248
0,271.46,270.507,0.8948,0.898,0.7749148791891217
0,271.46,270.375,0.9164,0.9207,0.5555762161390485
