32.4	1	252.9	3.1e-06
30.8	2	236.3	3.7e-06
29.7	3	223.9	3.8e-06
28.2	5	204.6	3.8e-06
27.1	7	196.6	3.8e-06
25.9	10	190.9	3.8e-06
23.3	20	184.4	2.3e-06
21.6	30	183.7	1.2e-06
19.3	50	186.7	1.4e-06
17.7	70	189.1	1e-06
15.8	100	192.9	1.5e-06
14.6	125	196.6	2.1e-06
13.5	150	198.3	2.3e-06
12.6	175	199.4	2.1e-06
11.8	200	201.0	2.5e-06
11.0	225	200.9	3.7e-06
10.4	250	202.6	6.5e-06
9.2	300	209.5	1.45e-05
8.1	350	216.2	3.34e-05
7.2	400	222.7	6.83e-05
6.3	450	228.7	0.0001188
5.6	500	234.0	0.0001744
4.9	550	239.1	0.0002649
4.2	600	243.8	0.0003823
3.6	650	247.5	0.0004762
3.0	700	249.0	0.0004729
2.5	750	249.8	0.0004705
2.2	775	250.5	0.0004763
1.9	800	251.1	0.0004589
1.7	825	251.5	0.0004391
1.5	850	251.5	0.0004217
1.2	875	251.5	0.0003979
1.0	900	252.0	0.0003721
0.8	925	253.4	0.0003715
0.5	950	255.0	0.0004464
0.3	975	256.1	0.0006238
0.1	1000	257.3	0.0006238
32.4	1	260.4	4e-06
30.8	2	244.5	3.9e-06
29.7	3	231.6	3.9e-06
28.2	5	213.2	3.8e-06
27.1	7	203.5	3.8e-06
25.9	10	195.8	3.8e-06
23.3	20	188.3	3.5e-06
21.6	30	186.7	3.1e-06
19.3	50	190.8	2.7e-06
17.7	70	194.6	2.7e-06
15.8	100	199.2	2.5e-06
14.6	125	202.8	2.6e-06
13.5	150	205.9	2.5e-06
12.6	175	208.1	2.8e-06
11.8	200	209.7	2.3e-06
11.0	225	211.4	2.3e-06
10.4	250	213.0	2.5e-06
9.2	300	215.9	3.6e-06
8.1	350	218.8	1.17e-05
7.2	400	223.8	7.94e-05
6.3	450	229.9	0.0001254
5.6	500	235.6	0.0002086
4.9	550	240.4	0.0003198
4.2	600	244.5	0.0004507
3.6	650	247.8	0.0005845
3.0	700	250.8	0.0007621
2.5	750	252.5	0.0005758
2.2	775	252.5	0.0004428
1.9	800	252.0	0.0003921
1.7	825	251.2	0.0003929
1.5	850	250.8	0.0003673
1.2	875	250.5	0.0003324
1.0	900	250.6	0.0003027
0.8	925	251.0	0.0002812
0.5	950	252.0	0.0003088
0.3	975	253.3	0.0004533
0.1	1000	254.3	0.0004777
32.4	1	260.2	3.3e-06
30.8	2	236.5	3.8e-06
29.7	3	224.8	3.8e-06
28.2	5	211.8	3.8e-06
27.1	7	204.3	3.8e-06
25.9	10	197.8	3.8e-06
23.3	20	186.7	2.9e-06
21.6	30	184.1	1.7e-06
19.3	50	184.6	1.1e-06
17.7	70	186.8	1.4e-06
15.8	100	188.5	1.9e-06
14.6	125	190.8	2.1e-06
13.5	150	191.3	2e-06
12.6	175	193.2	1.8e-06
11.8	200	195.8	2.1e-06
11.0	225	199.2	3.1e-06
10.4	250	202.8	5.3e-06
9.2	300	211.2	1.57e-05
8.1	350	219.3	4.02e-05
7.2	400	226.7	8.46e-05
6.3	450	233.0	0.0001533
5.6	500	237.9	0.0002671
4.9	550	242.5	0.0003796
4.2	600	246.5	0.00037
3.6	650	250.4	0.0004175
3.0	700	254.1	0.0004586
2.5	750	257.4	0.0004896
2.2	775	258.3	0.000526
1.9	800	258.2	0.0006131
1.7	825	256.9	0.0007267
1.5	850	256.6	0.0007961
1.2	875	256.9	0.0008421
1.0	900	257.4	0.0009079
0.8	925	258.1	0.0009661
0.5	950	258.5	0.0009646
0.3	975	258.5	0.0009022
0.1	1000	255.3	0.0007953
32.4	1	257.4	3.6e-06
30.8	2	238.7	3.8e-06
29.7	3	225.2	3.8e-06
28.2	5	209.7	3.8e-06
27.1	7	201.8	3.8e-06
25.9	10	193.0	3.8e-06
23.3	20	186.4	3.3e-06
21.6	30	184.5	1.5e-06
19.3	50	186.7	1e-06
17.7	70	188.9	1.4e-06
15.8	100	192.1	1.5e-06
14.6	125	194.6	2.6e-06
13.5	150	197.4	2.7e-06
12.6	175	199.8	2.2e-06
11.8	200	201.4	2.3e-06
11.0	225	203.2	4e-06
10.4	250	205.2	6.3e-06
9.2	300	211.8	1.45e-05
8.1	350	218.5	3.89e-05
7.2	400	224.5	4.97e-05
6.3	450	230.8	8.24e-05
5.6	500	236.8	9.46e-05
4.9	550	241.2	0.0001233
4.2	600	244.7	0.0002248
3.6	650	248.1	0.0004252
3.0	700	251.1	0.0007356
2.5	750	253.1	0.0008562
2.2	775	254.0	0.0008997
1.9	800	254.6	0.0009188
1.7	825	255.9	0.0010252
1.5	850	257.7	0.0011749
1.2	875	259.1	0.0012822
1.0	900	259.7	0.0013281
0.8	925	260.8	0.0013441
0.5	950	262.4	0.0014528
0.3	975	264.0	0.0016354
0.1	1000	265.1	0.0016354
32.4	1	252.5	3.2e-06
30.8	2	236.2	3.8e-06
29.7	3	224.1	3.8e-06
28.2	5	205.1	3.8e-06
27.1	7	196.8	3.8e-06
25.9	10	190.9	3.8e-06
23.3	20	184.6	2.4e-06
21.6	30	183.9	1.2e-06
19.3	50	186.9	1.4e-06
17.7	70	189.7	1e-06
15.8	100	193.0	1.4e-06
14.6	125	196.5	2.1e-06
13.5	150	198.3	2.3e-06
