wind spd [m/s],Surface T[K],TOA T[K],transmittance,jakobian,TCWV [cm]
0,272.12,271.187,0.9175,0.9204,0.6389416875283608
0,272.555,271.72,0.9458,0.9481,0.4478515089250662
0,272.92,271.922,0.9271,0.9308,0.533102537563796
0,273.125,272.236,0.9368,0.9392,0.5789034991561849
0,271.476,270.574,0.9055,0.9087,0.6808824114249005
0,271.601,270.791,0.9359,0.938,0.548992061509282
0,271.643,270.704,0.9169,0.9203,0.5631739686845151
0,272.502,271.66,0.9336,0.936,0.5934871235335205
0,271.461,270.581,0.901,0.904,0.7014488127953991
0,271.46,270.578,0.9037,0.9067,0.7040489871668714
0,271.46,270.525,0.9088,0.9121,0.6095876267634718
0,271.703,270.906,0.9283,0.9301,0.6243312446146239
0,271.461,270.614,0.8938,0.8964,0.7265212891252364
0,271.46,270.553,0.8954,0.8987,0.7611594683199666
0,271.46,270.527,0.903,0.9063,0.6503594499650748
0,271.465,270.665,0.9251,0.9271,0.6319459754350366
0,271.461,270.632,0.8886,0.891,0.7276977867059596
0,271.46,270.515,0.8883,0.8915,0.8273428744780327
0,271.462,270.513,0.8967,0.9,0.7177767127408442
0,271.5,270.688,0.9178,0.9199,0.6414866952527113
0,271.461,270.643,0.8956,0.8979,0.684595657028649
0,271.46,270.504,0.8984,0.9017,0.872350598828346
0,271.461,270.428,0.8808,0.8841,0.901816369504367
0,272.006,271.168,0.9175,0.9194,0.6406479786675368
0,271.461,270.661,0.9046,0.9067,0.6315079563357519
0,271.46,270.418,0.8911,0.8947,1.0480988920783347
0,271.46,270.397,0.8635,0.867,1.0626103205477917
0,271.632,270.837,0.9219,0.9238,0.6251075035817533
0,271.461,270.675,0.9115,0.9134,0.589581049593898
0,271.46,270.333,0.8723,0.8766,1.2585466494674533
0,271.46,270.494,0.851,0.854,1.1468108885297223
0,271.461,270.695,0.9217,0.9234,0.6155282894770385
0,271.461,270.679,0.9166,0.9185,0.5642066862792084
0,271.46,270.284,0.8466,0.8512,1.45396633916781
0,271.46,270.577,0.8378,0.8408,1.2553765047187369
0,271.46,270.702,0.9231,0.9247,0.600481102109283
0,271.461,270.68,0.9235,0.9254,0.5556729362218495
