wind spd [m/s],Surface T[K],TOA T[K],transmittance,jakobian,TCWV [cm]
0,271.461,270.302,0.8879,0.8927,0.791098999148537
0,271.46,270.252,0.9126,0.9181,0.624413280783958
0,271.46,270.464,0.9571,0.9608,0.2268281217337215
0,271.46,270.436,0.9535,0.9575,0.3255239046973228
0,271.461,270.4,0.8732,0.8768,0.9298861996706318
0,271.46,270.38,0.9112,0.9154,0.6492719226239337
0,271.46,270.464,0.9565,0.9602,0.24131981869445734
0,271.46,270.489,0.9573,0.9609,0.2511187816430688
0,271.461,270.43,0.8622,0.8654,1.0220759382663807
0,271.46,270.458,0.9233,0.9267,0.6184701197656693
0,271.46,270.442,0.9546,0.9586,0.2547594234524532
0,271.46,270.505,0.9596,0.9631,0.18895392412291662
0,271.461,270.475,0.8534,0.8564,1.0966108202087361
0,271.46,270.472,0.9263,0.9297,0.6266911738463186
0,271.46,270.431,0.9537,0.9577,0.261225189029893
0,271.46,270.513,0.9609,0.9645,0.16331137544421387
0,271.461,270.535,0.8438,0.8469,1.1540636710803387
0,271.46,270.449,0.9229,0.9264,0.6639205029240364
0,271.46,270.442,0.9544,0.9583,0.2629116466887266
0,271.46,270.529,0.962,0.9654,0.14942085217683918
0,271.461,270.558,0.8364,0.8394,1.2335138400983006
0,271.46,270.396,0.9122,0.9162,0.7235583507109972
0,271.46,270.42,0.9519,0.956,0.26481800614888884
0,271.46,270.531,0.962,0.9654,0.15544518260568085
0,271.461,270.516,0.822,0.8249,1.3991098897176915
0,271.46,270.335,0.9005,0.9051,0.7852338464205412
0,271.46,270.424,0.9514,0.9555,0.2654066373328303
0,271.46,270.534,0.9618,0.9652,0.1674944043072813
0,271.461,270.522,0.8104,0.8133,1.505913946148787
0,271.46,270.316,0.8935,0.8982,0.8224746473056548
0,271.46,270.452,0.9532,0.957,0.2632476431809028
0,271.46,270.534,0.9615,0.9649,0.17863658843743785
0,271.461,270.565,0.8047,0.8076,1.5524558335415257
0,271.46,270.316,0.889,0.8936,0.8517504448511977
0,271.46,270.488,0.9557,0.9592,0.2602495245573158
0,271.46,270.534,0.9612,0.9645,0.18939454349854434
0,271.461,270.609,0.8016,0.8043,1.576770711710931
0,271.46,270.331,0.8846,0.889,0.8867170746381282
0,271.46,270.492,0.9549,0.9585,0.2632016539796975
0,271.46,270.537,0.9609,0.9643,0.19727705179648505
0,271.461,270.641,0.7971,0.7995,1.6133565998582597
0,271.654,270.532,0.8799,0.8849,0.9282600582257958
0,271.46,270.512,0.9561,0.9596,0.2572375887790428
0,271.46,270.537,0.9603,0.9637,0.2046450112933571
0,271.461,270.663,0.7906,0.7927,1.65831384825603
0,271.637,270.567,0.8755,0.8803,0.9520671177211384
0,271.46,270.52,0.9564,0.96,0.2529047126184783
0,271.46,270.546,0.9603,0.9636,0.20435847103751031
0,271.461,270.753,0.7874,0.7886,1.643466780195072
0,271.46,270.496,0.8772,0.8804,0.927465546338454
0,271.46,270.52,0.9561,0.9596,0.2561463904595352
0,271.46,270.558,0.9606,0.9637,0.19938220493236733
0,271.461,270.918,0.7977,0.7971,1.5216377152238532
0,271.46,270.584,0.8829,0.8858,0.8833069906644979
0,271.46,270.521,0.9557,0.9592,0.2621727603208027
0,271.46,270.574,0.961,0.964,0.18973339519611693
0,271.461,271.051,0.813,0.8109,1.3507666736347277
0,271.46,270.643,0.8857,0.8879,0.8613120688512387
0,271.46,270.522,0.9552,0.9587,0.27096296900572575
0,271.46,270.588,0.9613,0.9641,0.18010778400371177
0,271.461,271.13,0.8245,0.8216,1.2268311298965497
0,271.46,270.686,0.887,0.8888,0.8523718089255761
0,271.46,270.526,0.9546,0.9581,0.2812136662366864
0,271.46,270.594,0.961,0.9637,0.17626034374633542
0,271.461,271.17,0.8259,0.8225,1.2068090020547282
0,271.461,270.677,0.8827,0.8846,0.9028026390255594
0,271.46,270.533,0.9538,0.9572,0.2927349298690175
0,271.46,270.601,0.9605,0.9631,0.17419031983399022
0,271.567,271.263,0.825,0.8215,1.220356951660353
